Team,Match_ID,Outcome,Carries,Metres_Made,Defenders_Beaten,Offloads,Passes,Tackles,Clean_Breaks,Turnovers_Won,Rucks_Won,Lineout_Throws_Won,Season,Match_Location
Vodacom Bulls,276199,loss,134,316,25,6,134,73,5,7,6,9,23/24,away
DHL Stormers,276199,win,88,413,23,12,101,182,7,6,4,13,23/24,home
Cardiff Rugby,276200,win,123,507,30,17,134,118,12,12,5,10,23/24,home
Dragons RFC,276200,loss,118,365,12,11,150,112,2,3,6,12,23/24,away
Scarlets,276201,loss,102,388,23,1,122,144,5,5,5,8,23/24,home
Ospreys,276201,win,120,234,17,3,110,120,2,8,5,11,23/24,away
Leinster Rugby,276202,win,92,244,13,3,81,96,1,6,5,10,23/24,away
Munster Rugby,276202,loss,80,202,13,7,65,137,0,10,7,11,23/24,home
Benetton Rugby,276203,win,124,443,21,7,151,114,9,4,4,12,23/24,home
Zebre Parma,276203,loss,106,245,9,7,119,134,4,8,3,5,23/24,away
Emirates Lions,276204,loss,76,349,16,5,73,134,4,8,6,9,23/24,away
Vodacom Bulls,276204,win,114,267,18,9,136,72,4,11,3,18,23/24,home
Glasgow Warriors,276205,loss,139,329,19,9,188,138,3,5,5,11,23/24,away
Edinburgh Rugby,276205,win,136,566,16,12,172,172,8,7,4,7,23/24,home
Hollywoodbets Sharks,276206,loss,84,176,13,6,110,80,2,5,2,15,23/24,away
DHL Stormers,276206,win,92,264,18,11,117,101,4,1,6,14,23/24,home
Cardiff Rugby,276207,loss,74,282,10,2,61,103,4,7,4,6,23/24,away
Ospreys,276207,win,83,307,20,1,80,89,2,7,7,13,23/24,home
Dragons RFC,276208,win,64,195,7,2,53,157,0,8,3,8,23/24,home
Scarlets,276208,loss,112,298,17,1,106,69,3,6,8,11,23/24,away
Leinster Rugby,276209,loss,143,237,14,1,133,82,4,6,4,13,23/24,home
Ulster Rugby,276209,win,73,296,10,3,56,203,5,5,6,9,23/24,away
Munster Rugby,276210,loss,142,292,11,3,172,100,0,5,7,10,23/24,away
Connacht Rugby,276210,win,83,187,10,5,88,202,2,5,7,9,23/24,home
Munster Rugby,276211,win,166,469,24,9,207,112,9,6,5,11,23/24,away
Scarlets,276211,loss,106,234,23,10,136,201,6,7,5,8,23/24,home
Zebre Parma,276212,loss,70,297,15,7,69,161,3,5,3,7,23/24,home
Edinburgh Rugby,276212,win,119,203,9,6,135,70,0,7,8,18,23/24,away
Emirates Lions,276213,loss,67,261,13,7,65,101,1,6,6,7,23/24,home
Vodacom Bulls,276213,win,101,400,20,11,105,65,5,8,6,13,23/24,away
Leinster Rugby,276214,win,139,369,11,5,178,72,7,4,2,11,23/24,home
Benetton Rugby,276214,loss,73,180,18,10,102,155,3,5,6,12,23/24,away
Ospreys,276215,win,112,293,6,10,124,106,1,4,4,10,23/24,home
Ulster Rugby,276215,loss,89,183,6,6,122,120,0,2,5,14,23/24,away
Hollywoodbets Sharks,276216,loss,133,308,24,9,165,108,7,4,7,17,23/24,home
DHL Stormers,276216,win,98,382,10,11,122,164,12,5,3,15,23/24,away
Connacht Rugby,276217,win,128,324,23,6,156,131,4,7,9,16,23/24,away
Cardiff Rugby,276217,loss,94,167,14,3,83,165,1,8,5,13,23/24,home
Glasgow Warriors,276218,win,142,800,39,11,210,130,19,5,6,19,23/24,home
Dragons RFC,276218,loss,104,235,6,6,118,141,0,8,3,8,23/24,away
Edinburgh Rugby,276219,win,100,294,17,4,112,94,4,7,3,11,23/24,home
Ospreys,276219,loss,85,311,22,6,116,126,6,9,8,11,23/24,away
Zebre Parma,276220,loss,101,379,14,7,104,192,6,11,2,6,23/24,away
Munster Rugby,276220,win,188,789,40,19,277,113,11,4,6,10,23/24,home
Emirates Lions,276221,win,123,443,29,18,130,110,9,5,3,10,23/24,home
Hollywoodbets Sharks,276221,loss,101,410,16,4,126,124,3,5,4,10,23/24,away
Benetton Rugby,276222,loss,97,273,19,9,101,155,2,6,3,14,23/24,home
Glasgow Warriors,276222,win,116,302,12,3,148,115,2,8,2,12,23/24,away
Vodacom Bulls,276223,win,66,134,5,3,69,111,4,6,11,10,23/24,home
DHL Stormers,276223,loss,98,344,19,3,110,79,4,7,6,11,23/24,away
Connacht Rugby,276224,win,165,500,28,15,219,102,10,7,4,15,23/24,home
Scarlets,276224,loss,90,225,10,10,104,173,4,7,2,6,23/24,away
Cardiff Rugby,276225,loss,95,350,27,2,119,180,11,6,3,6,23/24,home
Leinster Rugby,276225,win,150,489,18,5,198,112,7,6,3,13,23/24,away
Dragons RFC,276226,loss,86,253,11,2,119,136,2,4,4,11,23/24,away
Ulster Rugby,276226,win,132,363,11,17,180,105,7,4,4,13,23/24,home
Glasgow Warriors,276227,win,176,528,29,11,215,96,7,10,7,19,23/24,home
Cardiff Rugby,276227,loss,93,364,9,5,104,215,2,13,2,7,23/24,away
Munster Rugby,276228,win,88,346,6,4,94,180,5,7,4,6,23/24,away
Ospreys,276228,loss,148,331,18,11,226,101,6,2,3,16,23/24,home
Ulster Rugby,276229,loss,115,288,4,9,136,121,4,6,9,10,23/24,away
Hollywoodbets Sharks,276229,win,105,293,21,9,125,114,5,12,6,12,23/24,home
Scarlets,276230,win,152,495,25,9,222,78,3,9,8,11,23/24,home
Benetton Rugby,276230,loss,78,287,11,3,94,180,5,8,4,8,23/24,away
Edinburgh Rugby,276231,loss,70,188,11,6,73,123,2,5,5,8,23/24,away
DHL Stormers,276231,win,126,542,24,21,165,85,13,4,3,14,23/24,home
Connacht Rugby,276232,loss,147,432,16,11,229,156,7,9,4,5,23/24,home
Emirates Lions,276232,win,132,510,21,13,154,167,7,6,8,12,23/24,away
Dragons RFC,276233,loss,73,245,11,4,127,104,4,5,4,10,23/24,home
Vodacom Bulls,276233,win,99,497,25,11,137,83,8,7,7,17,23/24,away
Zebre Parma,276234,loss,120,424,22,13,174,87,3,8,4,19,23/24,home
Leinster Rugby,276234,win,100,478,16,8,149,130,10,8,6,17,23/24,away
Dragons RFC,276235,win,79,355,24,4,104,172,4,4,5,12,23/24,home
Zebre Parma,276235,loss,144,353,13,11,167,89,2,8,2,12,23/24,away
Vodacom Bulls,276236,loss,78,390,10,5,90,129,4,4,3,12,23/24,away
Leinster Rugby,276236,win,120,532,29,13,138,86,11,4,3,8,23/24,home
Benetton Rugby,276237,win,141,456,25,9,185,203,7,9,4,12,23/24,home
Connacht Rugby,276237,loss,145,366,30,8,196,153,5,7,6,11,23/24,away
Edinburgh Rugby,276238,loss,93,310,12,10,105,131,5,7,2,8,23/24,away
Hollywoodbets Sharks,276238,win,117,453,9,18,142,91,8,4,3,13,23/24,home
Ospreys,276239,win,115,371,22,8,165,178,5,12,7,11,23/24,home
Emirates Lions,276239,loss,145,487,20,13,183,140,4,8,8,13,23/24,away
Ulster Rugby,276240,loss,82,261,14,9,114,77,7,6,0,7,23/24,away
DHL Stormers,276240,win,94,380,21,14,141,93,5,3,2,13,23/24,home
Munster Rugby,276241,win,162,512,16,16,220,136,7,11,5,15,23/24,home
Cardiff Rugby,276241,loss,134,411,24,9,171,165,5,12,5,9,23/24,away
Scarlets,276242,loss,87,173,8,7,109,87,2,3,5,14,23/24,home
Glasgow Warriors,276242,win,88,402,21,2,110,121,11,12,1,12,23/24,away
Ulster Rugby,276243,win,183,576,28,11,216,119,8,3,6,10,23/24,home
Cardiff Rugby,276243,loss,121,379,19,10,176,213,6,9,4,8,23/24,away
Glasgow Warriors,276244,win,173,488,29,12,200,108,8,7,8,10,23/24,home
Hollywoodbets Sharks,276244,loss,104,317,3,5,115,190,1,6,5,16,23/24,away
Emirates Lions,276245,win,65,423,19,5,84,179,6,10,2,11,23/24,home
Leinster Rugby,276245,loss,137,277,24,10,220,66,3,5,6,16,23/24,away
Dragons RFC,276246,loss,100,518,18,2,131,134,5,4,7,8,23/24,away
Benetton Rugby,276246,win,140,557,20,13,177,108,10,11,5,20,23/24,home
Vodacom Bulls,276247,loss,123,365,20,7,151,139,4,9,6,9,23/24,home
Munster Rugby,276247,win,121,329,16,11,179,159,1,13,2,12,23/24,away
Connacht Rugby,276248,win,124,504,25,9,183,132,7,5,3,12,23/24,home
Zebre Parma,276248,loss,105,345,26,4,115,144,3,7,3,9,23/24,away
Edinburgh Rugby,276249,win,172,546,32,10,173,95,8,9,2,17,23/24,home
Scarlets,276249,loss,93,266,13,11,117,222,3,8,7,8,23/24,away
Ospreys,276250,win,119,379,17,8,127,149,10,10,5,9,23/24,away
DHL Stormers,276250,loss,146,469,33,23,200,143,5,6,8,15,23/24,home
Scarlets,276251,loss,93,328,20,6,95,145,5,3,4,7,23/24,home
Hollywoodbets Sharks,276251,win,105,204,9,3,114,118,2,3,2,12,23/24,away
Ulster Rugby,276252,win,149,453,21,13,174,139,7,6,3,11,23/24,home
Benetton Rugby,276252,loss,126,477,31,10,161,187,10,5,3,10,23/24,away
Zebre Parma,276253,loss,105,299,8,9,108,152,2,6,3,9,23/24,home
Glasgow Warriors,276253,win,166,612,29,13,233,110,9,8,7,18,23/24,away
Vodacom Bulls,276254,win,104,585,17,15,123,140,10,5,3,12,23/24,home
Ospreys,276254,loss,124,284,18,8,177,93,4,2,1,9,23/24,away
Edinburgh Rugby,276255,win,169,546,24,6,180,89,7,12,12,20,23/24,away
Cardiff Rugby,276255,loss,91,466,12,5,110,235,8,15,5,13,23/24,home
Munster Rugby,276256,win,50,145,7,5,93,177,2,8,3,12,23/24,away
Emirates Lions,276256,loss,136,440,21,16,178,55,8,6,5,18,23/24,home
DHL Stormers,276257,win,92,476,27,13,108,120,9,6,3,11,23/24,home
Leinster Rugby,276257,loss,110,356,10,12,136,75,6,5,5,11,23/24,away
Dragons RFC,276258,loss,117,356,24,12,152,166,7,6,6,7,23/24,home
Connacht Rugby,276258,win,124,269,19,8,171,133,4,7,5,17,23/24,away
Dragons RFC,276259,loss,104,291,20,7,88,59,3,4,1,10,23/24,home
DHL Stormers,276259,win,76,322,27,9,93,131,5,3,0,8,23/24,away
Edinburgh Rugby,276260,win,130,444,27,7,139,112,7,4,3,15,23/24,home
Zebre Parma,276260,loss,86,224,14,4,110,136,4,6,4,10,23/24,away
Vodacom Bulls,276261,win,106,459,16,14,138,154,6,7,4,17,23/24,home
Glasgow Warriors,276261,loss,135,470,37,14,184,121,9,5,4,9,23/24,away
Ulster Rugby,276262,win,130,499,24,11,152,106,7,7,8,15,23/24,away
Scarlets,276262,loss,91,360,25,6,112,170,3,3,5,7,23/24,home
Hollywoodbets Sharks,276263,loss,125,470,28,10,142,149,7,8,7,8,23/24,home
Benetton Rugby,276263,win,130,417,22,7,153,129,9,8,6,9,23/24,away
Connacht Rugby,276264,loss,125,408,16,4,181,153,6,6,3,8,23/24,away
Munster Rugby,276264,win,129,532,29,19,180,157,10,7,6,10,23/24,home
Cardiff Rugby,276265,loss,93,265,11,4,113,101,2,5,5,11,23/24,away
Emirates Lions,276265,win,117,415,22,9,122,88,7,6,5,14,23/24,home
Ospreys,276266,loss,97,155,20,11,124,160,2,5,2,12,23/24,away
Leinster Rugby,276266,win,176,935,30,14,241,107,13,4,2,10,23/24,home
Munster Rugby,276267,win,148,454,21,8,163,134,6,4,6,8,23/24,away
Edinburgh Rugby,276267,loss,113,191,19,6,110,185,1,10,4,8,23/24,home
Zebre Parma,276268,loss,99,334,23,11,105,180,5,4,4,7,23/24,home
Scarlets,276268,win,131,405,21,8,165,121,5,5,2,10,23/24,away
Vodacom Bulls,276269,win,97,471,26,11,104,112,7,6,1,12,23/24,home
Benetton Rugby,276269,loss,115,354,25,10,137,100,4,3,3,6,23/24,away
Dragons RFC,276270,loss,93,293,17,14,109,133,6,7,7,12,23/24,away
Ospreys,276270,win,114,374,13,11,147,85,6,8,5,21,23/24,home
Emirates Lions,276271,win,118,555,16,9,138,127,7,10,4,10,23/24,home
Glasgow Warriors,276271,loss,148,446,31,9,219,130,6,7,3,10,23/24,away
Connacht Rugby,276272,loss,158,353,19,9,195,96,3,8,5,12,23/24,home
DHL Stormers,276272,win,86,355,22,10,116,203,5,9,3,9,23/24,away
Hollywoodbets Sharks,276273,loss,101,241,11,3,153,70,1,4,8,15,23/24,home
Cardiff Rugby,276273,win,69,338,18,4,93,136,5,11,5,14,23/24,away
Ulster Rugby,276274,win,146,369,15,10,173,161,6,8,3,8,23/24,home
Leinster Rugby,276274,loss,134,288,17,9,143,191,4,6,4,10,23/24,away
Glasgow Warriors,276275,win,176,465,34,12,228,94,8,11,5,12,23/24,home
Zebre Parma,276275,loss,86,325,14,12,77,191,5,8,5,3,23/24,away
Leinster Rugby,276276,win,118,436,19,14,134,179,10,8,3,18,23/24,home
Connacht Rugby,276276,loss,170,400,29,11,228,94,10,10,6,10,23/24,away
Edinburgh Rugby,276277,loss,118,418,20,8,144,100,4,6,4,9,23/24,away
Benetton Rugby,276277,win,90,449,17,8,107,136,11,6,2,14,23/24,home
Emirates Lions,276278,loss,124,292,33,14,129,75,4,6,2,10,23/24,away
DHL Stormers,276278,win,74,193,12,7,92,144,5,4,4,14,23/24,home
Scarlets,276279,win,98,321,20,11,122,160,5,12,3,10,23/24,home
Dragons RFC,276279,loss,148,295,20,16,192,89,9,6,7,14,23/24,away
Hollywoodbets Sharks,276280,loss,125,396,36,11,163,118,12,6,4,11,23/24,home
Vodacom Bulls,276280,win,96,419,24,7,104,142,9,8,3,17,23/24,away
Ospreys,276281,win,96,249,17,7,96,191,6,8,4,10,23/24,away
Cardiff Rugby,276281,loss,160,333,24,11,227,121,6,7,4,12,23/24,home
Munster Rugby,276282,win,146,339,18,18,199,135,7,5,2,15,23/24,home
Ulster Rugby,276282,loss,118,265,9,9,155,148,5,7,3,7,23/24,away
Zebre Parma,280865,loss,192,556,37,19,220,109,9,7,126,15,24/25,away
Cardiff Rugby,280865,win,99,302,15,8,88,243,5,10,69,11,24/25,home
Edinburgh Rugby,280866,loss,101,226,15,5,100,150,4,8,79,10,24/25,home
Leinster Rugby,280866,win,136,251,13,3,139,124,5,3,86,10,24/25,away
Hollywoodbets Sharks,280867,win,123,586,28,16,129,72,8,7,75,13,24/25,home
Emirates Lions,280867,loss,82,380,17,8,106,133,5,7,41,13,24/25,away
Dragons RFC,280868,win,121,338,18,6,135,100,7,3,87,8,24/25,home
Ospreys,280868,loss,103,416,12,8,121,132,5,6,62,17,24/25,away
DHL Stormers,280869,loss,132,529,23,15,135,63,9,7,78,12,24/25,home
Vodacom Bulls,280869,win,81,402,32,13,85,125,9,8,41,11,24/25,away
Munster Rugby,280870,win,131,507,29,12,148,188,10,4,85,7,24/25,home
Connacht Rugby,280870,loss,172,427,26,13,209,136,9,4,110,7,24/25,away
Glasgow Warriors,280872,loss,129,338,23,8,167,270,5,4,93,13,24/25,away
Ulster Rugby,280872,win,188,261,20,7,178,147,2,5,148,12,24/25,home
Glasgow Warriors,280873,win,152,516,29,6,197,153,7,8,91,11,24/25,home
Benetton Rugby,280873,loss,112,313,14,3,137,155,2,5,80,11,24/25,away
Dragons RFC,280874,loss,103,178,10,5,114,166,2,10,71,13,24/25,away
Leinster Rugby,280874,win,174,506,21,15,193,114,9,8,101,19,24/25,home
Emirates Lions,280875,win,133,601,41,11,171,134,13,6,75,16,24/25,home
Ulster Rugby,280875,loss,122,443,27,11,179,130,6,8,82,6,24/25,away
Vodacom Bulls,280876,win,106,509,8,9,115,135,9,6,65,7,24/25,home
Edinburgh Rugby,280876,loss,113,371,16,15,120,122,3,9,74,14,24/25,away
Zebre Parma,280877,win,124,452,24,10,119,119,8,8,78,5,24/25,home
Munster Rugby,280877,loss,143,435,18,8,183,129,4,1,74,13,24/25,away
Cardiff Rugby,280878,win,100,307,22,8,134,154,5,7,64,7,24/25,away
Scarlets,280878,loss,141,337,22,10,162,89,6,6,93,16,24/25,home
Connacht Rugby,280879,win,103,326,18,3,121,144,3,6,74,9,24/25,home
Hollywoodbets Sharks,280879,loss,120,324,20,5,134,115,4,2,88,11,24/25,away
DHL Stormers,280880,loss,126,311,19,17,150,87,5,7,90,20,24/25,away
Ospreys,280880,win,80,271,20,3,101,159,6,4,56,14,24/25,home
Connacht Rugby,280881,win,110,305,16,7,127,88,3,3,64,18,24/25,away
Scarlets,280881,loss,78,232,15,5,80,119,2,5,50,12,24/25,home
Glasgow Warriors,280882,win,106,619,34,6,97,165,14,10,69,10,24/25,away
Cardiff Rugby,280882,loss,163,392,15,9,176,107,5,7,106,9,24/25,home
Emirates Lions,280883,win,104,517,25,14,132,159,11,6,63,10,24/25,home
Edinburgh Rugby,280883,loss,136,296,18,9,170,95,0,6,94,16,24/25,away
Ulster Rugby,280884,loss,108,267,25,4,159,73,4,2,77,13,24/25,away
Vodacom Bulls,280884,win,72,311,14,11,85,124,6,7,39,10,24/25,home
Benetton Rugby,280885,loss,117,250,16,8,160,93,3,5,78,22,24/25,home
Leinster Rugby,280885,win,118,343,24,14,138,125,4,12,61,6,24/25,away
Hollywoodbets Sharks,280886,win,146,387,27,11,142,111,5,2,102,11,24/25,away
Dragons RFC,280886,loss,99,259,22,6,99,197,2,8,71,8,24/25,home
Munster Rugby,280887,win,110,241,16,6,106,137,4,8,86,12,24/25,home
Ospreys,280887,loss,96,226,12,0,76,139,0,1,73,15,24/25,away
DHL Stormers,280888,win,115,259,24,8,128,73,7,2,79,15,24/25,away
Zebre Parma,280888,loss,60,96,6,2,70,147,3,5,44,8,24/25,home
Zebre Parma,280889,loss,141,348,16,7,136,135,5,7,83,7,24/25,away
Glasgow Warriors,280889,win,149,409,29,9,171,143,6,12,86,17,24/25,home
Benetton Rugby,280890,win,90,306,16,5,108,205,7,7,57,11,24/25,home
Hollywoodbets Sharks,280890,loss,170,441,29,12,208,94,5,1,120,8,24/25,away
Cardiff Rugby,280891,loss,153,477,19,9,194,139,6,9,94,14,24/25,home
Scarlets,280891,win,121,409,20,5,127,153,5,11,73,11,24/25,away
Edinburgh Rugby,280892,win,139,247,14,5,124,86,4,4,98,13,24/25,home
DHL Stormers,280892,loss,98,290,8,12,119,166,4,4,50,10,24/25,away
Leinster Rugby,280893,win,133,301,19,7,169,149,4,6,101,10,24/25,home
Munster Rugby,280893,loss,137,467,30,15,187,166,6,6,85,11,24/25,away
Ospreys,280894,loss,96,281,12,9,147,92,2,4,64,16,24/25,home
Vodacom Bulls,280894,win,84,267,13,11,99,112,5,8,47,11,24/25,away
Ulster Rugby,280895,win,95,203,17,0,109,139,1,8,68,11,24/25,home
Connacht Rugby,280895,loss,112,308,26,5,146,117,3,8,78,16,24/25,away
Emirates Lions,280896,win,120,489,18,12,137,101,7,8,73,10,24/25,away
Dragons RFC,280896,loss,123,398,19,9,154,114,5,6,66,17,24/25,home
Vodacom Bulls,280897,loss,118,370,17,11,132,99,3,3,86,16,24/25,away
Scarlets,280897,win,97,225,16,7,94,151,2,7,66,10,24/25,home
Ospreys,280898,loss,179,281,17,7,235,147,4,4,104,20,24/25,away
Ulster Rugby,280898,win,133,377,17,6,139,167,9,4,87,13,24/25,home
Zebre Parma,280899,loss,111,296,19,10,106,99,3,6,69,13,24/25,home
Emirates Lions,280899,win,93,180,14,8,105,107,2,7,60,16,24/25,away
Hollywoodbets Sharks,280900,win,108,328,10,8,120,150,2,4,68,12,24/25,home
Glasgow Warriors,280900,loss,131,290,21,10,161,126,3,4,88,9,24/25,away
Munster Rugby,280901,loss,118,247,13,8,141,111,2,5,76,9,24/25,away
DHL Stormers,280901,win,110,369,18,17,122,126,6,3,64,10,24/25,home
Cardiff Rugby,280902,loss,98,291,17,3,122,195,3,5,60,12,24/25,away
Edinburgh Rugby,280902,win,165,568,40,10,180,101,8,8,109,16,24/25,home
Leinster Rugby,280903,win,119,409,18,17,138,181,8,7,66,14,24/25,away
Connacht Rugby,280903,loss,164,479,35,10,212,107,9,4,118,11,24/25,home
Dragons RFC,280904,loss,116,345,26,7,130,127,6,8,80,12,24/25,home
Benetton Rugby,280904,win,113,199,9,7,136,125,3,5,73,15,24/25,away
Scarlets,280905,win,108,504,22,6,122,106,5,7,61,13,24/25,home
Zebre Parma,280905,loss,107,216,13,7,98,101,2,4,70,10,24/25,away
Benetton Rugby,280906,loss,63,192,7,0,59,146,2,9,37,9,24/25,home
Vodacom Bulls,280906,win,130,284,11,6,116,62,2,7,92,12,24/25,away
DHL Stormers,280907,loss,112,258,17,18,144,103,5,6,59,16,24/25,home
Glasgow Warriors,280907,win,122,345,30,18,155,105,10,4,70,9,24/25,away
Edinburgh Rugby,280908,loss,86,203,10,9,101,172,3,3,54,11,24/25,away
Ospreys,280908,win,136,298,10,4,144,98,3,6,103,19,24/25,home
Hollywoodbets Sharks,280909,win,97,507,26,17,124,168,9,7,55,5,24/25,home
Munster Rugby,280909,loss,150,574,18,14,165,92,10,5,100,8,24/25,away
Leinster Rugby,280910,win,147,384,19,9,205,103,2,7,92,16,24/25,home
Emirates Lions,280910,loss,88,216,20,4,93,148,1,7,62,11,24/25,away
Dragons RFC,280911,loss,129,252,23,2,154,166,3,9,94,14,24/25,away
Connacht Rugby,280911,win,173,470,16,14,224,152,9,10,100,17,24/25,home
Ulster Rugby,280912,loss,161,454,31,14,179,135,7,6,106,7,24/25,away
Cardiff Rugby,280912,win,128,382,18,5,183,201,5,5,84,12,24/25,home
Glasgow Warriors,280913,win,137,289,23,8,137,136,0,6,99,16,24/25,home
Scarlets,280913,loss,121,336,20,6,135,182,5,13,72,9,24/25,away
Leinster Rugby,280914,win,116,326,19,7,144,143,3,6,85,13,24/25,away
Ulster Rugby,280914,loss,119,258,23,8,106,152,4,4,88,10,24/25,home
Hollywoodbets Sharks,280915,win,88,457,21,10,99,123,9,9,55,9,24/25,home
DHL Stormers,280915,loss,114,331,22,8,137,91,8,5,72,12,24/25,away
Cardiff Rugby,280916,win,118,398,23,10,148,167,9,4,75,13,24/25,home
Dragons RFC,280916,loss,140,387,22,5,157,122,6,6,97,9,24/25,away
Connacht Rugby,280917,loss,141,563,34,16,218,126,8,3,96,14,24/25,home
Vodacom Bulls,280917,win,113,561,21,7,123,150,10,9,74,14,24/25,away
Munster Rugby,280918,win,157,332,18,20,195,177,4,11,102,8,24/25,home
Emirates Lions,280918,loss,141,317,24,4,134,147,2,8,109,10,24/25,away
Ospreys,280919,loss,188,368,26,11,249,125,11,7,120,19,24/25,away
Zebre Parma,280919,win,130,367,18,10,129,184,6,8,84,6,24/25,home
Edinburgh Rugby,280920,win,176,509,35,6,188,141,7,10,122,8,24/25,home
Benetton Rugby,280920,loss,108,315,16,7,122,213,3,4,75,10,24/25,away
Ulster Rugby,280921,loss,192,329,27,8,191,95,1,8,158,16,24/25,home
Munster Rugby,280921,win,93,472,28,7,117,289,8,2,53,6,24/25,away
Connacht Rugby,280922,loss,141,354,32,15,193,127,9,6,79,19,24/25,away
Leinster Rugby,280922,win,112,225,24,11,129,128,5,9,72,12,24/25,home
Emirates Lions,280923,loss,121,313,30,8,132,141,7,7,90,18,24/25,away
DHL Stormers,280923,win,146,587,30,16,176,149,10,8,90,17,24/25,home
Benetton Rugby,280924,win,160,470,28,8,188,150,8,5,99,18,24/25,home
Zebre Parma,280924,loss,111,257,19,4,94,166,2,11,79,10,24/25,away
Hollywoodbets Sharks,280925,win,72,311,12,6,71,60,4,4,43,5,24/25,home
Vodacom Bulls,280925,loss,70,250,16,8,76,65,3,3,43,17,24/25,away
Edinburgh Rugby,280926,loss,127,348,28,11,137,172,3,7,83,11,24/25,away
Glasgow Warriors,280926,win,170,445,18,14,178,138,10,3,102,15,24/25,home
Dragons RFC,280927,loss,131,337,22,5,141,110,3,5,85,16,24/25,home
Cardiff Rugby,280927,win,109,328,20,4,102,161,2,7,69,14,24/25,away
Ospreys,280928,win,163,378,39,10,196,93,6,6,125,17,24/25,home
Scarlets,280928,loss,90,335,16,12,91,208,5,7,59,12,24/25,away
Emirates Lions,280929,loss,134,567,22,18,170,128,6,6,64,10,24/25,away
Vodacom Bulls,280929,win,124,341,21,10,137,108,5,8,71,15,24/25,home
Leinster Rugby,280930,win,147,353,30,11,163,175,9,4,102,8,24/25,away
Munster Rugby,280930,loss,126,333,22,9,153,185,2,5,92,10,24/25,home
Connacht Rugby,280931,loss,153,406,32,19,243,102,4,6,99,24,24/25,home
Ulster Rugby,280931,win,81,252,14,8,61,170,2,9,58,13,24/25,away
Hollywoodbets Sharks,280932,loss,82,220,22,8,92,134,4,8,54,9,24/25,away
DHL Stormers,280932,win,134,405,18,22,159,90,5,6,68,11,24/25,home
Zebre Parma,280933,loss,145,389,21,11,138,203,6,9,87,7,24/25,home
Benetton Rugby,280933,win,178,476,35,12,170,149,7,11,113,10,24/25,away
Edinburgh Rugby,280934,win,152,279,18,4,182,156,4,9,113,17,24/25,home
Glasgow Warriors,280934,loss,125,257,18,8,144,194,4,8,82,13,24/25,away
Scarlets,280936,win,128,536,30,15,124,125,10,9,64,12,24/25,home
Dragons RFC,280936,loss,121,395,16,9,143,110,4,6,72,20,24/25,away
Glasgow Warriors,280937,win,103,281,16,5,134,198,5,6,82,11,24/25,home
Connacht Rugby,280937,loss,160,462,22,8,231,128,5,4,116,15,24/25,away
Benetton Rugby,280938,loss,115,247,19,7,136,149,2,3,72,14,24/25,away
Ospreys,280938,win,170,618,29,11,189,127,6,8,102,14,24/25,home
Vodacom Bulls,280939,win,124,550,26,19,146,110,5,11,65,12,24/25,away
Emirates Lions,280939,loss,112,355,21,10,116,117,6,7,62,10,24/25,home
Scarlets,280940,win,78,164,13,8,101,131,1,6,50,16,24/25,home
Edinburgh Rugby,280940,loss,112,283,10,8,126,84,2,5,79,13,24/25,away
DHL Stormers,280941,loss,94,361,17,7,92,143,6,6,50,12,24/25,away
Leinster Rugby,280941,win,133,305,18,13,177,81,6,13,87,15,24/25,home
Cardiff Rugby,280942,loss,125,413,23,3,170,148,9,7,100,8,24/25,home
Hollywoodbets Sharks,280942,win,118,404,28,9,149,145,8,6,81,11,24/25,away
Munster Rugby,280943,win,176,707,25,14,215,83,13,3,96,19,24/25,away
Dragons RFC,280943,loss,85,222,11,3,99,160,5,6,57,8,24/25,home
Zebre Parma,280944,win,114,397,28,18,92,211,5,6,60,14,24/25,away
Ulster Rugby,280944,loss,178,405,30,8,201,106,2,5,127,14,24/25,home
Zebre Parma,280945,win,111,357,18,17,112,218,7,4,57,10,24/25,away
Edinburgh Rugby,280945,loss,189,381,30,14,221,95,3,7,136,13,24/25,home
Leinster Rugby,280946,win,131,298,16,10,169,131,4,7,93,11,24/25,away
Ospreys,280946,loss,113,257,17,5,112,149,1,6,75,18,24/25,home
Emirates Lions,280947,win,74,372,17,8,80,138,8,14,38,10,24/25,home
DHL Stormers,280947,loss,165,518,22,22,217,66,13,3,83,24,24/25,away
Vodacom Bulls,280948,loss,106,251,11,6,98,89,4,7,74,17,24/25,home
Hollywoodbets Sharks,280948,win,93,383,19,18,121,127,8,8,58,12,24/25,away
Ulster Rugby,280949,loss,114,333,18,8,117,153,5,5,79,12,24/25,away
Benetton Rugby,280949,win,141,330,27,9,168,132,4,6,90,22,24/25,home
Munster Rugby,280950,win,214,487,25,17,254,57,2,6,151,15,24/25,home
Scarlets,280950,loss,60,158,6,2,64,230,1,7,33,5,24/25,away
Connacht Rugby,280951,win,144,400,22,8,211,97,7,3,110,15,24/25,home
Cardiff Rugby,280951,loss,105,290,12,7,142,184,5,6,71,13,24/25,away
Dragons RFC,280952,loss,133,389,11,11,144,151,3,3,85,12,24/25,home
Glasgow Warriors,280952,win,156,606,24,14,179,154,12,10,93,16,24/25,away
Edinburgh Rugby,280953,win,101,251,22,3,133,182,5,6,68,10,24/25,away
Munster Rugby,280953,loss,141,372,15,8,185,126,9,8,98,9,24/25,home
Dragons RFC,280954,loss,162,400,26,6,186,122,2,4,110,11,24/25,away
Zebre Parma,280954,win,110,349,20,10,115,174,7,6,76,13,24/25,home
